id rent,area,service fee
4242785,Clason Point,122
46425802,Bushwick,229
11163104,Crown Heights,142
27161578,Bedford-Stuyvesant,170
26321530,Upper East Side,160
16832463,East Village,181
12602950,East Flatbush,96
55830919,Midtown,120
9072096,Washington Heights,207
2660445,Crown Heights,128
15250676,Lower East Side,208
14036168,Upper West Side,114
3930735,Sunset Park,169
5391016,Prospect-Lefferts Gardens,66
45189754,Bedford-Stuyvesant,189
23186675,Bushwick,41
52675076,Bedford-Stuyvesant,208
44827446,Bushwick,139
25358871,Upper East Side,142
50508956,Crown Heights,22
2613500,East Harlem,202
51764334,Bushwick,132
9561986,Sunset Park,38
2526789,Park Slope,162
48928825,Upper West Side,17
21344754,Murray Hill,12
12897878,Bedford-Stuyvesant,81
55169815,Williamsburg,154
48684157,Bedford-Stuyvesant,149
25187658,Upper East Side,24
15338492,Washington Heights,206
11792173,Upper West Side,210
53500213,Bedford-Stuyvesant,178
1339344,East Harlem,218
43975799,Chinatown,138
54597080,Greenwich Village,90
48821679,East Village,53
24169216,Greenpoint,95
48636106,Harlem,26
48202551,Park Slope,90
57214430,Gramercy,78
3302218,Long Island City,214
48889060,Williamsburg,199
3876610,Kips Bay,135
54391625,Bedford-Stuyvesant,18
48579772,Hell's Kitchen,38
21995916,Harlem,27
53929350,Lower East Side,125
11845194,East Flatbush,44
18810802,Bedford-Stuyvesant,55
52285153,Midtown,100
49035972,Theater District,30
6162027,SoHo,28
14901070,East Flatbush,114
23455093,Bedford-Stuyvesant,114
50031216,East Village,96
48289814,Midtown,153
1967309,East Village,42
13040924,Williamsburg,22
44609287,South Slope,158
42899366,Crown Heights,187
56749393,Tribeca,209
8925736,Sunnyside,136
56169478,Fort Greene,144
14444870,East Village,132
55898299,Bedford-Stuyvesant,27
14462544,Harlem,175
21665641,Washington Heights,171
22490224,Williamsburg,87
25630602,Hell's Kitchen,224
13153593,Long Island City,31
4156074,Windsor Terrace,17
43382077,Nolita,30
55039473,Bedford-Stuyvesant,71
8563428,Williamsburg,63
50527734,Bedford-Stuyvesant,54
17742654,Flushing,152
4465914,Fort Greene,15
46599224,Longwood,199
10511942,East Village,226
20777542,Greenpoint,73
2940461,Bushwick,48
52196232,East Flatbush,179
53231242,Kips Bay,96
54077366,Bedford-Stuyvesant,123
45272599,West Village,76
48593579,Hell's Kitchen,40
24599458,Williamsburg,149
4855285,Midwood,113
54538537,Bushwick,178
8446340,East Village,47
25449448,Washington Heights,29
46347928,Harlem,170
11600525,Gowanus,238
10335206,Upper West Side,144
13753391,Downtown Brooklyn,170
20253409,Lower East Side,77
42908203,Upper East Side,128
1740866,West Village,88
49686029,Bushwick,140
11838014,Harlem,153
44069138,Rego Park,215
25047373,Astoria,195
56035822,Flatbush,198
1823158,Inwood,42
55865713,Bushwick,180
48710115,East Village,54
50004706,Crown Heights,160
44508769,Williamsburg,20
15470491,East Flatbush,13
4254935,Williamsburg,176
48417948,East Village,179
15267797,East New York,38
24597249,Rosedale,37
44148117,East Village,63
5786463,Bedford-Stuyvesant,207
47792192,Bedford-Stuyvesant,56
6392336,Boerum Hill,204
23228097,Bushwick,106
50200220,Upper West Side,18
12034081,Bedford-Stuyvesant,103
53799007,Rockaway Beach,235
56102098,Murray Hill,70
9058841,Midtown,199
51298745,Chinatown,213
24347609,Chelsea,192
16144850,Woodside,86
4124040,Upper West Side,228
17056697,Williamsburg,52
47589498,Boerum Hill,118
51762124,Bayside,232
17063877,Williamsburg,57
6928620,Greenwich Village,39
1606105,Harlem,65
1343762,Harlem,205
11632006,Long Island City,72
53638840,Upper East Side,172
20312506,Midtown,124
7729455,Sunnyside,121
52125538,Bedford-Stuyvesant,117
25811204,East Village,144
23640113,Bedford-Stuyvesant,239
12969677,East Harlem,211
17428947,Greenpoint,149
20170564,Upper East Side,107
48445563,Astoria,99
3143708,Crown Heights,46
9656982,Bushwick,215
3660108,Prospect Heights,207
11591136,Prospect-Lefferts Gardens,50
44536384,Upper West Side,80
19622131,Bedford-Stuyvesant,178
3571188,Midtown,164
53791275,Long Island City,166
47471858,Midtown,166
7971914,Woodhaven,173
15458341,Williamsburg,220
1220599,Bedford-Stuyvesant,26
11467973,Bedford-Stuyvesant,72
4987837,East Village,52
44798726,Upper East Side,135
9196916,Crown Heights,128
5108239,SoHo,14
44485020,Hell's Kitchen,195
55537095,SoHo,132
6287952,Harlem,167
4795637,Bushwick,162
52086325,East Harlem,203
20740538,Hell's Kitchen,140
7974124,Williamsburg,31
1549770,Prospect-Lefferts Gardens,74
53832145,Sunnyside,75
49725794,Crown Heights,142
54798118,Park Slope,54
50083685,Upper East Side,237
51485422,Flatbush,101
4242232,Midtown,36
50105224,Harlem,175
8237571,Lower East Side,14
3986518,Williamsburg,86
17300814,Gowanus,109
51721254,Jamaica,65
14477456,Hell's Kitchen,207
10310353,Upper West Side,86
3459623,Lower East Side,167
46627944,Ozone Park,77
1603343,East Village,166
57119434,Astoria,215
43228537,Astoria,179
48003171,Fort Greene,60
51338510,Midtown,131
16236532,Clinton Hill,179
14272000,East New York,240
2798520,Harlem,143
7953688,Williamsburg,182
54389416,Bedford-Stuyvesant,52
2038003,Upper West Side,174
50421140,Rosedale,70
19196860,Bushwick,94
5635133,Canarsie,210
20806814,Theater District,48
44884885,Chelsea,67
53779676,East Flatbush,99
10672109,Flushing,136
19733695,Ditmars Steinway,63
11514367,Hell's Kitchen,137
53785199,Hell's Kitchen,149
50753625,Williamsburg,61
55771270,Sheepshead Bay,137
7943195,East Harlem,228
7053439,Upper East Side,168
15374944,East Village,36
22199715,Upper East Side,18
26304408,Midtown,217
14680702,Bushwick,230
15472148,Bedford-Stuyvesant,156
50040605,Upper West Side,222
22279246,Hell's Kitchen,150
4544893,Upper East Side,228
27532171,Midwood,214
15091061,Crown Heights,118
11053196,Williamsburg,197
8915795,Upper West Side,143
1778974,Gramercy,134
17307994,Bushwick,35
55812140,Crown Heights,81
7641639,Crown Heights,24
1568548,Bedford-Stuyvesant,69
19894967,Fort Greene,56
18688191,Great Kills,50
23057989,Bushwick,114
47121700,Williamsburg,24
24486789,Roosevelt Island,191
57119987,Sunset Park,106
24776746,Bedford-Stuyvesant,192
7635011,West Village,155
6703281,Harlem,25
4822700,Upper West Side,138
4559805,Bedford-Stuyvesant,150
6826996,Columbia St,141
2736110,SoHo,198
7337322,Park Slope,18
2640562,Prospect-Lefferts Gardens,166
25768677,Prospect-Lefferts Gardens,105
54677164,Flatbush,217
19827034,Lower East Side,162
21654595,Williamsburg,183
16809267,Greenpoint,171
14713840,Two Bridges,221
45555929,East New York,42
48470416,Flatbush,85
4690700,Windsor Terrace,187
3224896,Carroll Gardens,112
52776147,Tribeca,43
14342695,Clinton Hill,110
3003424,Clinton Hill,175
10066236,Bedford-Stuyvesant,113
11786650,Carroll Gardens,62
56323018,Concord,109
47307825,Harlem,173
23440180,Gramercy,131
17755357,Upper East Side,204
45219026,Williamsburg,84
53716714,Upper East Side,149
18288326,Lower East Side,127
44422610,Springfield Gardens,129
43605758,Bedford-Stuyvesant,103
55623806,Sunnyside,220
5844455,Boerum Hill,22
6871180,Long Island City,238
48922750,SoHo,16
43424604,East Harlem,141
10096060,East Village,156
12945928,Astoria,11
12167185,Harlem,57
6650260,Kensington,23
53030758,Rego Park,160
57095686,Hell's Kitchen,103
53077703,Inwood,211
12016960,Crown Heights,176
15589236,Upper West Side,21
18439104,Midtown,178
48071656,Park Slope,90
47452528,East New York,166
49716958,East Village,14
25798501,Theater District,209
1669619,Fort Greene,46
14237206,East Harlem,44
52500550,Flushing,152
54514788,Williamsburg,174
20139083,Harlem,28
54387206,Bedford-Stuyvesant,132
3458519,East Village,56
14458126,Chinatown,88
22288635,Fort Greene,161
48499136,Greenpoint,11
56960924,Hell's Kitchen,146
44730241,Jamaica,65
55697814,Flushing,150
5176724,Harlem,77
18856643,Harlem,83
14653640,Kensington,43
50147199,Upper West Side,202
47978869,Crown Heights,62
56541729,Clinton Hill,79
15860415,Ditmars Steinway,185
2712361,Chelsea,152
24604429,Pelham Bay,106
56192675,Flushing,119
14648117,Williamsburg,97
10988025,East Village,56
5085595,Springfield Gardens,161
11964491,Upper West Side,129
24128346,Chelsea,130
47557465,Upper West Side,198
47538686,Bedford-Stuyvesant,85
57052606,East Harlem,72
4933160,Bedford-Stuyvesant,156
20164489,Flushing,57
21613172,Williamsburg,105
14373071,Bedford-Stuyvesant,80
55945245,SoHo,45
8279545,Chinatown,155
56917293,East Flatbush,109
51804652,East Village,33
7188201,Washington Heights,71
50746997,Bedford-Stuyvesant,59
51184971,Harlem,234
21432570,Brooklyn Heights,114
17961917,Wakefield,59
5239686,Brooklyn Heights,199
8200567,Washington Heights,70
25055106,Corona,155
52888816,Mott Haven,152
50284170,Williamsburg,15
16885484,Bushwick,186
5525778,Bedford-Stuyvesant,218
5735652,Harlem,189
49840120,Rockaway Beach,45
46516379,Fresh Meadows,130
2182706,Bay Ridge,62
6994343,Fort Greene,40
4348826,Nolita,224
18473347,Kips Bay,96
51025356,Bedford-Stuyvesant,104
9777935,Williamsburg,27
18589330,Prospect-Lefferts Gardens,158
16495008,Gowanus,90
52892130,Flushing,88
43990159,Chelsea,108
48961963,Sunset Park,62
9337752,Elmhurst,201
51003817,Bedford-Stuyvesant,198
8610373,Flushing,69
54093935,Brighton Beach,136
4520039,Hell's Kitchen,111
3313816,Theater District,193
45839812,Crown Heights,192
52888264,Bushwick,145
24241568,Theater District,104
1844146,Williamsburg,221
1479076,Upper West Side,211
17809482,Clinton Hill,131
55080343,Bedford-Stuyvesant,81
57287334,Upper East Side,170
9018523,Astoria,25
44114979,Lower East Side,102
13546831,Windsor Terrace,234
26452425,Hell's Kitchen,33
13491601,Chelsea,69
56045211,Rego Park,23
24069802,Bedford-Stuyvesant,109
18563924,Bushwick,236
7357757,Prospect-Lefferts Gardens,127
22886776,Williamsburg,214
26448559,East Harlem,221
1628749,Lower East Side,159
44486124,Greenpoint,196
5613593,Flushing,105
27659752,East Elmhurst,80
26545763,Morrisania,160
55182518,Greenpoint,120
20219167,Bushwick,38
9743693,Bedford-Stuyvesant,52
27254917,Gowanus,139
48154501,Greenpoint,147
19708289,Crown Heights,31
48414634,Williamsburg,41
2607424,Williamsburg,157
1634272,Williamsburg,188
52897653,Harlem,115
7893488,Williamsburg,71
4367052,South Slope,147
55110719,Williamsburg,99
18501514,Astoria,203
8691561,Fort Greene,158
23489887,Hell's Kitchen,197
44025506,Crown Heights,41
53718371,Bedford-Stuyvesant,58
14543732,West Village,94
25976894,East Harlem,106
4709478,Elmhurst,185
55201849,Harlem,164
4057764,Gowanus,137
11870600,Chelsea,14
50835917,Crown Heights,228
6977222,Bushwick,71
9027912,Crown Heights,34
13769960,Wakefield,160
14146628,Williamsburg,76
6433759,Williamsburg,111
23754439,Greenpoint,78
52615980,Clinton Hill,139
53927140,SoHo,225
9833165,Harlem,131
17295291,Midtown,202
49621962,Prospect-Lefferts Gardens,147
4985628,Prospect Heights,234
12340055,East New York,191
43451666,Boerum Hill,233
45905535,Williamsburg,222
12325695,East Elmhurst,178
19289094,Middle Village,225
9772412,Greenpoint,88
25109783,Astoria,185
54213232,Williamsburg,78
20617375,Upper East Side,147
24252614,Crown Heights,151
17196981,Williamsburg,115
24741952,Hell's Kitchen,124
2658236,Mount Eden,225
9772965,Hell's Kitchen,221
1570757,Midtown,88
26173513,Williamsburg,225
17681348,Kips Bay,196
12676958,Morris Park,140
17670855,Williamsburg,164
25128009,Lower East Side,109
11755722,Bedford-Stuyvesant,128
12825527,Greenpoint,133
1981116,Upper East Side,215
47586184,Jamaica,104
23998003,Crown Heights,215
53104213,East Village,178
2384848,Williamsburg,214
17652629,Crown Heights,148
7371564,Midtown,30
47380176,Gowanus,104
54391072,Bedford-Stuyvesant,19
12925493,West Village,63
46611375,Greenpoint,86
50023484,Jamaica,139
16454690,Lower East Side,180
27198582,East Flatbush,90
9242757,Kensington,88
50435500,Williamsburg,74
7424033,Lower East Side,146
26242551,Sunnyside,31
44945638,Harlem,89
26789880,Kips Bay,141
11371873,Midtown,34
11942399,Prospect-Lefferts Gardens,178
22117422,Two Bridges,60
15875880,Williamsburg,180
8589938,Gramercy,35
54190035,Flatbush,196
9978420,Astoria,154
24815960,Harlem,68
53170489,Harlem,133
53169937,Murray Hill,189
17965231,Astoria,75
54663356,Mill Basin,202
51874241,Richmond Hill,95
17865264,Midtown,15
54408194,Flushing,92
3826903,Park Slope,58
12630013,Park Slope,112
9710555,Inwood,44
9840898,Lower East Side,219
8987042,Flatbush,162
21196738,Maspeth,48
13519768,Bushwick,153
16694388,Bensonhurst,60
20897944,Hell's Kitchen,44
50998294,Lower East Side,170
20880822,Sunset Park,193
15904047,Bedford-Stuyvesant,61
9998303,Flatbush,164
2102622,Bedford-Stuyvesant,125
13628019,Williamsburg,238
20183267,Crown Heights,206
57123853,Upper East Side,145
20586999,Bedford-Stuyvesant,162
11413296,Bedford-Stuyvesant,118
5057980,Flushing,33
17821080,Prospect Heights,142
25875823,Washington Heights,92
3448577,Bushwick,96
23625201,Brooklyn Heights,57
49667251,SoHo,110
11540877,Williamsburg,225
50640955,Morris Heights,197
12431737,Hell's Kitchen,88
46046924,Washington Heights,83
56256742,Clinton Hill,89
6128889,Upper East Side,215
26846215,Sheepshead Bay,30
9417836,Chelsea,99
52245387,Flushing,211
22612835,Bushwick,208
4360977,East Flatbush,95
21270746,Upper West Side,80
54599842,Brownsville,123
51815698,Sheepshead Bay,30
46650036,Williamsburg,173
10392645,Lower East Side,170
24191861,Financial District,107
46460044,Windsor Terrace,231
51646694,Chelsea,189
16050959,Bushwick,191
22701755,Williamsburg,232
23796966,Sunnyside,40
55685664,Williamsburg,55
23027060,Bay Ridge,52
2728930,East Village,30
53794036,Upper West Side,217
14786744,Upper East Side,149
53474254,Harlem,202
56091604,Little Italy,127
25552176,Upper East Side,203
9612245,Ridgewood,64
27638213,Rockaway Beach,222
20182163,Bushwick,88
24638671,East Harlem,111
53605150,Gramercy,155
54352964,Jamaica,21
46456731,East Flatbush,219
21162495,Harlem,213
10397064,Bushwick,57
15929453,Middle Village,131
14925924,Hell's Kitchen,226
49732422,Chelsea,113
50153827,Prospect-Lefferts Gardens,50
2760412,Williamsburg,111
5739518,Bushwick,48
6370797,Bushwick,153
49465109,Hell's Kitchen,232
52754608,Hell's Kitchen,74
19561930,Astoria,99
16646338,Williamsburg,61
25922769,New Brighton,47
47646385,Upper East Side,211
2579257,Harlem,183
48518467,Fort Greene,45
50116270,St. Albans,80
7288719,Harlem,93
19349294,South Slope,95
8146441,Bushwick,156
50243852,Sheepshead Bay,194
56669862,Williamsburg,193
9628814,Harlem,202
16752932,Crown Heights,70
50422245,Little Italy,127
1639243,Prospect Heights,165
26916357,Williamsburg,64
43490880,Bushwick,190
25301431,Williamsburg,13
52445320,Harlem,200
55957948,Murray Hill,169
25784142,Jamaica,49
50286379,Murray Hill,92
14444318,Bedford-Stuyvesant,16
27241661,Greenpoint,119
7743814,Upper West Side,214
4848658,Kips Bay,139
46633467,Hell's Kitchen,54
54736812,Bedford-Stuyvesant,149
19646984,Williamsburg,43
48271036,Bedford-Stuyvesant,143
13353526,St. George,194
16268565,Williamsburg,35
53696831,Murray Hill,239
20567668,Financial District,89
9336095,Kew Gardens,45
50714964,Williamsburg,180
44763379,Bedford-Stuyvesant,132
19286884,Morningside Heights,73
17888461,Ditmars Steinway,71
22423948,Bedford-Stuyvesant,134
1530439,Graniteville,236
22269857,Bushwick,93
43187115,Chinatown,81
21561808,Fort Greene,173
27271486,Bedford-Stuyvesant,112
49367904,Upper West Side,179
4188107,Williamsburg,157
24917031,Chelsea,223
8504884,Bushwick,191
47331574,Harlem,197
45938121,Upper West Side,66
11128861,West Village,143
8922975,Hell's Kitchen,38
17356596,Upper East Side,36
55663572,Hell's Kitchen,228
2917265,Bushwick,61
56867033,Hell's Kitchen,170
17323458,Bedford-Stuyvesant,67
22135648,Upper East Side,87
17658704,Flushing,104
57333727,Jamaica,214
6798829,Midtown,190
47001298,Concourse,191
5989157,Bedford-Stuyvesant,64
4372575,Williamsburg,187
52452499,Lower East Side,199
45237252,Midtown,12
8018308,Crown Heights,200
11714299,Williamsburg,51
23628515,East Village,50
3060863,Prospect-Lefferts Gardens,227
15651094,Upper West Side,158
12930464,Bushwick,49
9709450,Washington Heights,53
3558485,Washington Heights,65
6887197,Harlem,42
52848499,Upper West Side,155
21545791,East Village,153
50287483,Tribeca,125
4098634,Chinatown,139
19961795,Harlem,163
3652376,East Harlem,17
24511642,Morningside Heights,17
53461552,Tribeca,57
1997133,Kew Gardens,160
47804343,East Village,226
20246230,SoHo,69
2306421,Park Slope,56
14770175,Sheepshead Bay,168
10731757,East Village,121
5003854,Harlem,84
45703393,Ridgewood,153
22730475,Inwood,195
6783917,Washington Heights,163
6471315,Astoria,157
46812412,East Flatbush,71
6991582,Sunset Park,123
47059290,East Harlem,18
9707793,Bedford-Stuyvesant,27
19922582,Upper East Side,86
48457161,West Village,47
47863439,Washington Heights,88
20207016,Prospect-Lefferts Gardens,70
54503189,Park Slope,81
11396174,Kingsbridge,179
44402175,Ditmars Steinway,120
26546868,Tribeca,144
56114248,Prospect Heights,42
56974732,Astoria,93
18821848,Astoria,174
48047355,Harlem,202
9990019,Bedford-Stuyvesant,140
51532368,East Harlem,211
45021855,Glendale,67
13423668,Dongan Hills,199
19783402,Chelsea,138
8524767,Roosevelt Island,105
18139757,Harlem,115
24380195,Bedford-Stuyvesant,232
18812459,Bedford-Stuyvesant,188
18870450,Sunnyside,157
47595573,Theater District,69
48340626,Williamsburg,27
2552194,Upper West Side,222
26015555,Clinton Hill,58
2987959,Bushwick,24
24935809,Springfield Gardens,65
6659097,Nolita,53
6111768,Bushwick,215
54631323,Coney Island,193
51542309,Washington Heights,32
21310512,Upper West Side,208
15942708,Clason Point,191
7334560,Harlem,137
56778113,Middle Village,184
46310923,Park Slope,219
51201540,Bedford-Stuyvesant,148
48954231,Upper East Side,75
1410038,East Harlem,117
52535897,Jackson Heights,106
45481369,Throgs Neck,68
45952481,Great Kills,108
4998883,Prospect Heights,235
11642500,Astoria,42
52271897,Bedford-Stuyvesant,80
47913698,Upper West Side,212
6761273,Chelsea,119
50020170,Gowanus,193
44708149,Williamsburg,11
4782382,Gowanus,85
43383733,Bedford-Stuyvesant,34
9360397,Bushwick,33
47306168,Bedford-Stuyvesant,235
8862774,Kips Bay,111
56610214,East Village,52
47924744,Upper East Side,145
2275492,Fort Greene,221
49592690,Ditmars Steinway,159
12246164,Williamsburg,227
55807722,Long Island City,171
22834860,Bedford-Stuyvesant,101
50421692,Rosedale,20
15212567,Lower East Side,153
13985357,Astoria,61
46625734,East Harlem,222
17402989,Middle Village,217
17788495,Bushwick,215
51060703,Midtown,45
18580493,Astoria,17
2061752,Bedford-Stuyvesant,132
15023128,Park Slope,157
14777355,East Harlem,103
23134206,Bedford-Stuyvesant,160
55734266,Hell's Kitchen,53
14937522,Upper East Side,36
43496955,Castleton Corners,67
24973365,Theater District,198
4366500,Kingsbridge,19
54743992,Bushwick,169
4222902,Morningside Heights,112
4613930,West Village,89
55233882,Borough Park,117
14106863,Midtown,207
24877265,Prospect Heights,204
11933562,Bushwick,142
10667691,Prospect Heights,199
4193078,Lower East Side,141
44554609,Bedford-Stuyvesant,74
16951760,East Harlem,233
44736316,Prospect-Lefferts Gardens,145
48067790,Astoria,41
50875131,Clinton Hill,111
17443307,Upper West Side,206
45051679,Hell's Kitchen,176
8487210,Ditmars Steinway,18
2434555,Morningside Heights,55
4875168,Hell's Kitchen,85
9925399,Upper East Side,239
20252857,Elmhurst,69
51324151,Greenpoint,212
8799260,Williamsburg,124
10877012,East New York,209
43335131,Williamsburg,65
47975556,Upper West Side,166
52105103,Bedford-Stuyvesant,13
50230597,Harlem,202
1545352,Harlem,183
26610935,Fort Greene,99
16228247,Crown Heights,134
6675666,Chelsea,206
20757659,Fort Greene,114
27499033,Bedford-Stuyvesant,85
48525094,Greenpoint,87
2991273,Bedford-Stuyvesant,229
10793063,Arverne,163
20999567,East Flatbush,39
13203852,Ridgewood,31
21725289,Clinton Hill,80
56579285,Lower East Side,187
20844370,Harlem,234
4763604,Hell's Kitchen,58
10005483,Bushwick,177
11231037,Bedford-Stuyvesant,237
4073781,Astoria,212
1903794,Nolita,203
54955523,Bedford-Stuyvesant,100
19475219,Elmhurst,15
1525469,Park Slope,78
44548534,Crown Heights,234
48024158,Kips Bay,149
5331920,Crown Heights,156
54404880,Williamsburg,43
9496262,Upper West Side,232
20549442,Fort Greene,54
24793315,East Harlem,49
25385381,Ridgewood,71
54743440,Hell's Kitchen,192
45024064,East Flatbush,43
26570065,Bushwick,187
45411227,Upper East Side,167
50574679,East Harlem,119
6671248,Gramercy,15
17773030,Bedford-Stuyvesant,193
55645898,Upper West Side,196
44267966,Lower East Side,134
10355089,Upper East Side,167
4268191,Williamsburg,54
50125660,Midtown,46
48075522,Williamsburg,107
19224475,Greenpoint,195
55217866,Clifton,113
24837499,East Village,104
13605374,Clinton Hill,128
55929780,Bedford-Stuyvesant,202
3781614,Prospect-Lefferts Gardens,188
21939029,Flushing,135
25045717,Williamsburg,18
1165369,Upper West Side,109
44353020,Rego Park,237
15112601,Williamsburg,221
12963049,Briarwood,238
12094282,Kips Bay,66
5009377,Gowanus,62
16434807,Lower East Side,92
2273283,Crown Heights,50
23756648,Ozone Park,59
43068922,Williamsburg,91
56724540,Bedford-Stuyvesant,130
18535204,Ridgewood,221
25657665,Harlem,223
50913792,Upper East Side,150
44650157,Bushwick,81
7832735,Bedford-Stuyvesant,225
25374887,Washington Heights,208
57202832,Upper East Side,162
48155053,Harlem,183
25294252,West Village,79
54372294,Sunset Park,26
44449672,East Village,53
25610167,East Village,60
23952163,Williamsburg,197
9279761,Park Slope,68
1483494,East Harlem,96
26197262,Maspeth,236
4961879,Midtown,219
2084949,Park Slope,110
18452359,Bedford-Stuyvesant,82
19299587,Carroll Gardens,118
4812206,Bedford-Stuyvesant,25
9635994,Prospect-Lefferts Gardens,192
19781745,Williamsburg,83
44747362,Bath Beach,227
12674749,Soundview,174
3267423,South Slope,67
17913867,Gramercy,75
48293128,Elmhurst,188
24694454,Williamsburg,167
53014189,Williamsburg,101
53914990,Harlem,111
44951713,Williamsburg,38
9890052,Harlem,33
44533070,Williamsburg,151
7538359,Fort Greene,96
52620951,Chelsea,164
44885437,Crown Heights,86
55130602,Crown Heights,221
20235184,Greenpoint,232
5342414,Sunset Park,40
27356540,Hell's Kitchen,169
53691861,Williamsburg,35
9060498,Midtown,218
45212399,Crown Heights,181
15637286,Crown Heights,154
21751247,East Elmhurst,117
26241998,Gowanus,111
20677576,Harlem,66
11921964,Harlem,240
18964894,Harlem,79
24766253,Financial District,151
17092044,Norwood,160
2929968,Gowanus,18
55762986,Harlem,98
14986677,Flatiron District,52
51179448,Bedford-Stuyvesant,160
55392945,Upper West Side,22
47181901,Springfield Gardens,147
54312094,Ditmars Steinway,203
21049826,Long Island City,171
10054085,Fort Greene,12
49460690,Washington Heights,229
50484102,Hell's Kitchen,236
7073322,Upper East Side,100
19624892,Bedford-Stuyvesant,51
51852702,Bedford-Stuyvesant,19
6853507,Crown Heights,98
52202860,Upper West Side,188
25619004,South Slope,12
27379184,Williamsburg,55
15456684,Flatlands,183
18593748,Jamaica,201
23380532,Harlem,10
6036103,Williamsburg,211
24479609,Bedford-Stuyvesant,119
13090631,Cobble Hill,56
47579557,Gowanus,157
47760711,Clinton Hill,176
6062613,Williamsburg,89
19337696,Arverne,199
23168449,Mott Haven,214
22490777,Bushwick,114
17158873,Bedford-Stuyvesant,46
10729548,West Village,49
3828560,Bushwick,128
51036402,Park Slope,69
5001093,Greenpoint,225
57239284,Williamsburg,184
22861370,Harlem,149
57062548,Ditmars Steinway,120
52290676,Upper East Side,80
20144606,Windsor Terrace,196
20288757,Flatbush,227
51756601,Williamsburg,225
1547008,Harlem,185
5573275,Hell's Kitchen,70
18037030,Bedford-Stuyvesant,231
10810184,Forest Hills,30
52107864,Bedford-Stuyvesant,194
50911030,Crown Heights,154
24280229,Bedford-Stuyvesant,220
54509817,Williamsburg,139
55965680,Midwood,117
1723744,Fort Greene,190
4550416,Crown Heights,16
13491048,Hell's Kitchen,67
5566648,Washington Heights,26
9563643,Hell's Kitchen,63
5263435,Bushwick,185
5024289,West Village,126
15478224,Williamsburg,132
22359329,Bushwick,104
20938814,Bedford-Stuyvesant,143
15440115,Upper West Side,211
13613659,Jamaica,13
24296798,East Village,147
21841824,Williamsburg,81
8579444,Upper West Side,208
21821389,East Harlem,92
26082384,Flushing,200
22515078,Chelsea,99
19935837,Upper East Side,206
53317954,Murray Hill,158
18039239,Midwood,91
11172493,Fort Hamilton,14
20631183,Hell's Kitchen,32
54211575,Hollis,24
50184756,Crown Heights,86
23830657,Sunnyside,151
24004079,Bushwick,15
6377424,Hell's Kitchen,200
22793437,Park Slope,130
5262883,Williamsburg,148
46455074,Vinegar Hill,121
8449102,Bedford-Stuyvesant,207
11116711,East Village,158
10056295,Inwood,223
6046597,Harlem,237
3196729,Harlem,45
23791996,Bedford-Stuyvesant,174
17254973,Flatbush,63
20333493,East Harlem,51
46860462,Arverne,174
48931587,Ditmars Steinway,55
7616233,Bedford-Stuyvesant,16
20996805,Jackson Heights,237
11986583,Upper East Side,216
47697749,Flatiron District,213
57153677,Hell's Kitchen,82
18391054,Windsor Terrace,19
21181273,Jackson Heights,224
15044116,Harlem,52
52016735,Forest Hills,99
47886083,Lower East Side,48
9086456,Chelsea,219
14574109,Upper East Side,221
53532246,Park Slope,90
51807413,Midtown,161
6027266,Upper East Side,117
55334953,Bedford-Stuyvesant,117
10283842,Harlem,190
3376226,Upper West Side,53
47318871,Harlem,198
8868297,West Village,13
19440424,Hell's Kitchen,48
9476932,East Flatbush,54
11615990,Astoria,178
19918716,West Village,171
12128524,Bedford-Stuyvesant,160
44832416,Flatlands,208
8935678,Harlem,44
53225167,East Village,176
53356062,Flushing,35
16799878,Sunset Park,158
5590949,Chinatown,125
24179710,East New York,20
24362521,Kips Bay,49
12994531,Prospect Heights,196
48086568,Bergen Beach,211
5439067,Greenpoint,97
52158124,Prospect-Lefferts Gardens,64
15294308,Cypress Hills,160
9401267,East Village,96
22655362,Williamsburg,150
8335880,Hell's Kitchen,217
51621288,Lower East Side,169
9637651,Kensington,109
2247877,Carroll Gardens,91
4186450,Bedford-Stuyvesant,217
18482736,Hell's Kitchen,88
21698226,Jamaica,149
3059206,Crown Heights,36
5292707,Great Kills,123
55146067,East Village,24
9457601,Upper West Side,94
12127420,Bushwick,171
4739302,Bedford-Stuyvesant,203
21794879,Long Island City,83
51611347,Flushing,69
49845091,Harlem,149
7658760,East Harlem,83
27682949,Lower East Side,84
6787231,Sunnyside,223
12237327,Ditmars Steinway,69
8982623,Cobble Hill,40
19461964,Bedford-Stuyvesant,192
12921627,Hell's Kitchen,82
49843987,Williamsburg,47
56021462,Flatlands,44
6969490,Gramercy,193
10106002,East Flatbush,196
5481594,Mount Hope,229
56483185,Harlem,225
9875692,Harlem,189
5211519,Greenpoint,185
15134693,Forest Hills,187
21612067,Bedford-Stuyvesant,15
43010379,Civic Center,225
52504416,Flatbush,143
5257912,Park Slope,86
9823224,Harlem,111
48408007,Bushwick,91
2654922,Kips Bay,88
18862718,Bedford-Stuyvesant,177
5131435,Sunset Park,208
6413324,Greenpoint,82
53646020,Bedford-Stuyvesant,71
9967374,Hell's Kitchen,100
52419361,Williamsburg,134
11436492,South Slope,101
1862372,Sunset Park,184
22683529,Prospect-Lefferts Gardens,28
42945760,Park Slope,162
44871630,Williamsburg,30
54896979,Harlem,28
2562688,Midwood,70
53166623,Hell's Kitchen,76
25139055,St. Albans,186
