id,name,host name,borough,construction year,house rules,room type,price,minimum nights,last booking
13483868,Clean and Cozy Room - 20 Mins to Midtown Manhattan,Shesh,Manhattan,2016,No smoking and no pets.  No parties without prior approval.  Names and ages of all guests is required for booking.,Private room,996,2,2019-05-04 15:15:32
13486630,Joy's Luxury Apartment with Free Parking Space,Joy,Brooklyn,2017,Yes please:  •  make yourself at home; •  ask questions. Please no: •  shoes inside; •  smoking; •  food in the bedroom; •  parties; •  pets.,Entire home/apt,651,1,2019-06-15 19:34:52
13487734,☆☆☆Extravagant Couple's Escape☆☆☆,Alex,Manhattan,2020,"Please just don't be loud at night or in the morning, we are just one wall/ceiling away from neighbors.  Also, just respect our things, wash dishes, keep it clean - the usual! - and everything will be peachy keen.",Private room,972,1,2019-07-01 15:56:46
13488839,Beautiful Apartment in the Heart of Chelsea,Erika,Manhattan,2010,"This is a quiet building and expect not to be disturbed, or to create disturbances.  There is a shared washer and dryer and it is not used after 11pm.  There is absolutely no smoking allowed in the building, on the fire escape or on the front steps.  We prefer that guests be non-smokers.  Guests are not permitted to bring pets, or have visitors with pets.  Bicycles can not be brought into the building.  The City of Boston collects trash two times per week and Guests are expected to observe local trash and re-cycling schedules.  There is a more detailed description available once reservation is completed.",Entire home/apt,311,6,2019-05-20 16:58:48
13489944,Comfortable  Private Room,Nicauris,Manhattan,2011,EACH ROOM HAS A FULL SIZED BED AND NORMALLY ROOMS ARE RENTED TO SINGLE GUESTS ONLY. OCCASIONALLY A COUPLE OF ADULTS WILL BE CONSIDERED BUT THERE IS AN ADDITIONAL CHARGE FOR MORE THAN ONE PERSON,Private room,1162,30,2019-04-28 14:20:03
13491048,☆☆☆Luxurious Couple's Retreat☆☆☆,Alex,Manhattan,2017,"Be respectful of our neighbors - No loud music or parties, please.",Private room,336,1,2019-06-30 08:43:51
13491601,Large 1 bd Apt in Heart of Chelsea Manhattan,Donald,Manhattan,2017,No smoking please. No pets.,Entire home/apt,344,28,2017-05-24 22:50:58
13492153,Harlem Jewel + Extra Travel Bonus,Theresa,Manhattan,2021,"Please no parties,  and no loud noise past 11p, out of respect for the neighbors.  Please no smoking inside the building.  If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",Entire home/apt,846,3,2019-06-19 01:36:27
13493257,Cozy Bedroom In Marble Hill ( Students Welcome ),Maneto,Manhattan,2018,smoke-free campus.,Private room,64,5,2019-06-30 01:48:28
13493810,In the Heart of the East Village,Judith,Manhattan,2009,Please respect our privacy on 1st and 2nd floors.  We do appreciate you being quiet when coming in very late at night.  If you need anything we are happy to help in any way.,Private room,138,3,2019-07-01 06:43:57
13494914,New tidy  room attached by PRIVATE FULL BATH,"Jimmy, Cindy",Queens,2021,No Smoking No Pets,Private room,73,3,2019-06-30 12:43:52
13496019,BEAUTIFUL BROWNSTONE STUDIO IN SOUTH HARLEM,Felicia,Manhattan,2022,"Be yourself, but please no wild parties, thanks :)",Entire home/apt,724,2,2019-07-02 09:16:57
13497124,Cozy Room Minutes To Manhattan. #2,Faye,Staten Island,2019,please be quiet and respectful of the other renters,Private room,180,1,2019-03-20 13:21:21
13499885,Gorgeous 2BR Private Entire Floor Buschwick,Faith,Brooklyn,2009,It's a quiet building on a quiet street with many working professionals. Please be respectful of our neighbors and no additional guests or parties. No Smoking. No Pets.,Private room,834,2,2019-06-08 19:23:36
13501542,Luxurious Quiet Apartment in the Heart of Harlem,T,Manhattan,2017,This is a quiet building with absolutely no smoking inside the property or on the steps.  ,Private room,1138,2,2019-06-01 16:40:05
13502094,A huge bedroom in Harlem,Devon,Manhattan,2008,Please no smoking in the apartment.  There is a door to a balcony/fire escape for smoking.,Private room,373,30,2019-01-07 04:44:17
13502647,Avenue K,Henrietta,Brooklyn,2008,Have fun and please be respectful of the place. No parties Please do not smoke inside,Private room,457,2,2019-06-20 06:45:58
13503751,Private room near Central Park,Mich,Manhattan,2020,"No guests can be allowed access to the building/grounds that have not been mentioned at the time the reservation was made.   This is to keep everyone, including my neighbors, safe. No smoking. No pets. Campsite rules - leave it as you found it please! (trash cans are right out the back door on the other side of the patio fence). Being low key/quiet after 10pm when on the patio is much appreciated by our neighbors.",Private room,869,5,2019-06-27 22:49:19
13504303,I LOVE NEW YORK in Theater District,Sam,Manhattan,2003,"No pets or smoking allowed any where on the premises.  Check-in is at 4:00 pm or later and check out is at 11 am.  After hours self check-in is available but MUST be PER-ARRANGED with host in advance. Bag storage is extra as are early check-in and late check out when possible. Guest are expected to be respectful of others in the building, neighbors, and the property.",Entire home/apt,117,4,2019-06-26 05:54:40
13504856,Gorgeous private bedroom in Park Slope,Lara,Brooklyn,2019,"Quiet hours 10pm -7AM. No additional people besides the reservation listing allowed in the apartment. Alcohol in moderation is allowed. No smoking, no drugs. Please, leave the apartment the way in which you found it! Females only.",Private room,1120,14,2019-06-08 13:19:14
13505408,"Large, Sunny, Cozy Room in the Heart of Bed-Stuy!","Femi, Toya",Brooklyn,2020,Feel free to use any dishware in the house but please load and run the dishwasher when you leave.,Private room,1176,4,2019-06-15 00:52:06
13506513,Charming Room 4 blocks from Empire State Building,"Martin, Christine",Manhattan,2003,- I've got a parking space that I can rent to you separately for $20 a night,Private room,1195,3,2019-06-23 01:27:56
13510931,Gigantic 2 Bed/2 Bath Step to Columbus Circle&Park,Tasny,Manhattan,2016,Treat it as your own and have a blast!,Entire home/apt,82,5,2019-06-24 03:57:08
13511483,"Private, sunny studio apartment in Queens",Alexisz Tamás,Queens,2003,No Pets. No Smoking.,Entire home/apt,388,9,2018-10-17 14:52:36
13515349,Spacious Apt in the LES,Alexandria,Manhattan,2007,please be quiet and respectful of the other renters,Entire home/apt,590,5,2019-06-15 02:54:02
13517006,Spacious Studio in Hamilton Heights,Lesley,Manhattan,2020,Please leave the home as it was when you entered :),Entire home/apt,540,1,2019-06-24 14:48:17
13518663,Spacious Sunlit 1 BR Apartment in Heart of Harlem,Jeff,Manhattan,2005,"Quiet. Residential. No smoking, no pets",Entire home/apt,574,30,2019-05-09 13:12:29
13519216,"Romantic Artist's Townhouse, 1 suite: 2 Bd, 1 Bath",Emily,Manhattan,2011,Smoking is not permitted inside the house.,Private room,1037,3,2019-06-27 13:24:52
13519768,Comfy and Quiet Private Room in Brooklyn,Muath,Brooklyn,2006,No smoking or pets.,Private room,767,4,2017-05-07 05:19:36
13526395,"Cozy, private room in Williamsburg, Brooklyn!",Katie,Brooklyn,2022,"Please no parties,  and no loud noise past 11p, out of respect for the neighbors.  Please no smoking in the building.  If you cook or otherwise eat in the apartment, please reasonably clean up after yourself.",Private room,180,1,2019-06-19 08:03:21
13526948,Luxury 2 Bedroom Apartment!!,Luna,Manhattan,2004,No Smoking No Pets,Entire home/apt,408,3,2019-07-01 12:03:49
13527500,Private room in the perfect location,Thor,Manhattan,2020,No pets allowed (sadly!) and no smoking allowed.,Private room,215,4,2018-04-30 06:39:04
13528605,"Clean, Modern Duplex Upper East Side with Patio",Yosef,Manhattan,2005,"Just be cool, we love our home and love our neighborhood - we're thrilled to have the opportunity to share it with you.",Private room,346,2,2019-06-24 06:54:50
13529157,Spacious 2 bedrooms Loft in Brooklyn,Vida,Brooklyn,2012,"I am opening my home to responsible renter(s) who are  looking for hotel alternative. I have consideration for your privacy and comfort and expect the same from you. Interaction can be as little or as much as you desire.  Smoking is allowed on Patio.  Basically, there are few house rules. Dog limited to owners bedroom and downstairs common space and patio.  Oh, did i mention there is a hot tub on the  patio, clocking in at 101 degrees.  Feel free to ask Boston question as I have about 40 years experience here.   ",Entire home/apt,65,30,2018-10-31 17:50:21
13530262,"LUXURY Times Sq 2bed, with King,Queen & Full",Joe,Manhattan,2015,No Smoking,Entire home/apt,537,1,2019-07-06 06:03:58
13531918,Lovely room with a view.,Josephine,Queens,2021,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",Private room,274,1,2019-04-12 03:17:05
13533575,Artist Open Concept Loft,Alex,Brooklyn,2020,No Smoking No Pets,Entire home/apt,1026,1,2019-05-27 15:17:15
13534128,Huge 1-bedroom with lofts near Central Park,Maria,Manhattan,2018,100% smoke free. Quiet hours in this building are from 10pm-6am.  Garbage is collected by the city of Boston on Tuesday and Friday mornings and must be placed outside in designated area for pick up.,Entire home/apt,950,7,2018-09-01 08:25:21
13536337,"☆☆Hell's Kitchen, Central Park, Times Square☆☆",Mark,Manhattan,2022,just respect people in the other 5 apartments.,Private room,936,4,2019-07-01 16:11:45
13537441,Spacious Greenpoint Apt near McGolrick Park!,Monika,Brooklyn,2006,"The art is for your enjoyment.  Please do not touch or move anything. Please make up beds with fresh linens and wash towels and linens before you leave.  Leave house broom clean.  Dishes should be washed and put away. Sorry, no pets and no smoking.  There are age restrictions for guests.",Entire home/apt,51,2,2019-06-26 16:28:41
13539098,"Luxury 2 BR Apartment, Columbus Circle",Caroline,Manhattan,2017,"Guests are required to take their shoes off in the house (we have slippers for all), and to be respectful of the home.",Entire home/apt,606,30,2018-12-15 04:27:05
13539651,Airy and Bright Sanctuary in Brooklyn!,Jooin,Brooklyn,2021,"We do not permit smoking, pets or parties. Thank you!",Entire home/apt,418,30,2018-09-02 08:31:32
13540203,Little Haven in Brooklyn Redeux,Allison,Brooklyn,2019,This is a quiet building with great neighbors so please treat it with respect when late at night.  This is our 2nd home so please treat it like your own and leave it like you found it.  No Smoking (other than on the deck) and no pets please. Thanks!,Entire home/apt,1190,1,2019-06-22 09:09:51
13541308,Maison Macon,Lena,Brooklyn,2017,Please respect the residents by keeping noise down and absolutely no smoking.  There is no bag storage at the building.  Please do not ask the concierges.  Thank you.,Private room,571,2,2019-06-23 15:19:42
13541860,Huge private room in historic brownstone,"Lorenzo, Alex",Brooklyn,2013,"No smokers, please.  ",Private room,294,28,2019-04-30 04:06:46
13543517,Spacious private room close St. Barnabas Hospital,Emma,Bronx,2022,No Smoking No Pets,Private room,144,2,2019-05-28 02:10:09
13544069,"Bright, Beautiful Double Room","Rossy, Carmen, Juan",Bronx,2008,No smoking in condo or hallways of building.  No parties.  Well-behaved pets OK.  Quiet and respectful of our neighbors.,Private room,906,3,2019-05-27 21:58:10
13544621,Luminous Zen Garden Retreat,Terrence,Manhattan,2021,No Smoking No Pets,Private room,1006,4,2019-06-29 02:47:34
13545174,"Brooklyn Modern: Sunny 2BR, Boutique Style",Melissa,Brooklyn,2020,"Please be respectful of our neighbors and keep voices, music, etc at a reasonable volume.  Please be tidy and take good care of our home. No shoes on the area rug, be neat with food and drink.",Entire home/apt,401,2,2019-07-07 19:35:23
13545726,"A Special Place for You! Bed-Stuy, Brooklyn",Jaran,Brooklyn,2016,We want you to treat our home as your own.  We have a few house rules- -Extra visitors and overnight guests are not allowed. - No pets -No smoking -Cooking facilities are not available -Minimum 2 night stay,Entire home/apt,1187,3,2019-07-02 05:35:08
13546831,Sunny 2+ bd. Great for groups. Very kid friendly.,Seryn,Brooklyn,2015,You can use our home as you would like us to use yours. We invite you to use our kitchen as you please. We would love to come home to our apartment in the manner we will leave it for you: clean and ready to use.,Entire home/apt,1168,2,2019-06-24 14:43:46
13549040,COZY + STYLISH ROOM FOR YOU IN NYC! (A),Mel,Brooklyn,2017,No Smoking No Pets,Private room,221,14,2019-06-07 16:05:37
13551249,"Huge Room, Top Floor Of Brownestone",Alyson,Manhattan,2015,"Be kind, courteous, just as how you would want to be treated. No overnight guests or loud noises at night as it is a building full of young professionals.",Private room,467,2,2019-06-13 08:57:13
13555667,Private Room 15 Min to Manhattan (Lower East Side),Charles,Brooklyn,2011,No Smoking.,Private room,76,2,2019-06-18 03:19:00
13557324,Charming Sunny Oasis - 1 Block From Express Train!,Kathleen,Manhattan,2021,No Smoking,Private room,766,14,2018-09-30 05:36:54
13558981,Best East Village location St Marks 2 bedroom apt.,Derek,Manhattan,2009,"No smoking, pets or permitted",Entire home/apt,1136,1,2019-06-13 23:34:15
13562295,The Albany Residence,Kizzie,Brooklyn,2018,No Smoking.  No Pets.,Entire home/apt,1092,7,2018-08-16 09:43:45
13563952,All New! Vanderbilt Suite,Chaya,Brooklyn,2016,NO Smoking.  Pets permitted with fee.,Entire home/apt,797,2,2019-06-14 17:05:34
13565609,Large Room and Apartment in Upper Manhattan,Diane,Manhattan,2009,No Smoking,Private room,57,2,2019-06-17 20:13:58
13566161,Wonderful living in 3B/3B Harlem Brownstone Duplex,Paulina,Manhattan,2008,No Smoking,Entire home/apt,975,1,2019-07-07 04:47:50
13568923,Stylish Apartment with beautiful skyline views.,Daniel,Manhattan,2011,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. ------------------------------------------------------------------------ ------------------------------------------------------------------------ Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, yo",Entire home/apt,1182,5,2019-04-30 00:59:28
13571684,Beautiful 2 bedroom apartment in Park Slope!,Lara,Brooklyn,2005,"Please be respectful of everything in our apartment. This is our primary residence, so please treat our home like it were your own! Thank you!",Entire home/apt,930,3,2019-03-08 10:35:24
13573341,Cozy Brooklyn Affordable In-Law,Yuna,Brooklyn,2018,"-No smoking -No local guests -If you use the kitchen, please clean up after yourself. -I will leave maps/guides for your reference, but please do not remove anything from my home. -If you have any questions, please call or text me (phone number hidden). -Most importantly, enjoy yourself!",Entire home/apt,128,3,2019-06-23 06:41:24
13573893,Cozy one bed with balcony and pool,Yaacov,Manhattan,2017,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",Entire home/apt,398,31,2019-04-10 01:19:50
13574446,Modern & Industrial LIC Accommodations,Christina,Queens,2021,"Please Note: This unit was just renovated last year and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available twin size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fix",Private room,629,1,2019-05-24 21:32:58
13574998,A Quiet stay in Harlem,Devon,Manhattan,2008,No smoking. No parties. Respectful of property :),Private room,586,30,2019-05-12 21:05:17
13575550,Private bedroom in an amazingly located apartment.,"Ramiro, Jeff",Manhattan,2008,No Smoking  No Pets,Private room,1158,3,2019-05-30 22:54:11
13576655,Great Apartment in the Heart of East Williamsburg,Alexander,Brooklyn,2004,No Smoking  No Pets,Private room,1134,5,2018-12-04 00:49:35
13577207,Casa Estrella,Monica,Brooklyn,2018,No Smoking  No Pets,Entire home/apt,701,2,2019-06-02 16:41:24
13577759,Private Cozy Room In Astoria,Zee,Queens,2005,No Smoking  No Pets,Private room,941,1,2019-06-06 06:05:17
13578312,"Large, Sunny Private Room in New Renovated House",Danny,Brooklyn,2007,"Please Note: This unit was just renovated last year and it comfortably accommodates 6 guests, but up to 7 guests are permitted if you so desire (two guests in each bedroom and 1 or 2 guests on the available queen size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or ne",Private room,696,1,2019-06-21 22:13:00
13578864,private  room LONG Term Welcome Safe neighborhood,Michael,Queens,2015,"House Rules 1. All bookings made at least a week before check in are fully refundable if cancelled within 24 hours of booking. After this, you will receive a 50% refund if you cancel at least 7 days before the start of your trip. 2. Check-in time is any time after 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  3. All bookings require a security deposit of at least $300. 4. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in, we'll need a photo of your ID.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in most of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. I",Private room,370,7,2018-04-29 04:03:41
13579416,Brooklyn Beauty!!,Erica,Brooklyn,2004,No Smoking  No Pets,Entire home/apt,1066,2,2019-07-01 03:43:02
13584939,Super Spacious 2 bedroom apt in Midtown West,Jeniffer,Manhattan,2015,I expect you to keep the apartment picked up and left how it was when you arrived.,Entire home/apt,1164,30,2018-04-30 08:51:58
13587148,Delightful Brooklyn Studio,Joy,Brooklyn,2018,No smoking. Please be respectful of our neighbors.,Entire home/apt,1077,31,2019-06-20 10:16:37
13588253,Entire Pre-War Apartment 1 Minute From Train,Machel,Brooklyn,2017,No smoking or pets allowed,Entire home/apt,675,3,2019-05-19 22:58:14
13592671,Dumbo Penthouse Loft with Outdoor Spaces & Views,Adam,Brooklyn,2015,"House rules: Guests agree to the following terms and conditions 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises.  3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am 4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes, and parking passes. Replacement fees may apply for unreturned items 6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with Jordan or AIRBNB. Please contact me directly for any needed items. 7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $125 per hour fee for unauthorized early checkin or late checkout.  15",Entire home/apt,580,30,2019-06-11 19:15:30
13593776,Private Room in Homey Roosevelt Island Apartment,Kate,Manhattan,2017,"No smoking, no pets. Please keep the noise at a respectful level at all times - *particularly after 10pm (as other units in the building are owner-occupied). Please treat it as though it were your own home.",Private room,499,2,2019-06-30 06:01:17
13594328,"Bright, modern room with a view of NYC skyline",Joonas,Brooklyn,2017,No smoking. Not pets/animals. No parties or events. No entertaining beyond confirmed booked guests.,Private room,635,5,2019-06-24 21:26:36
13597642,Neat Cozy  room attached by PRIVATE FULL BATHROOM,"Jimmy, Cindy",Queens,2005,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",Private room,248,2,2019-06-18 04:08:41
13598194,Spring in Bed Stuy,Angela,Brooklyn,2003,No Smoking,Entire home/apt,935,2,2019-06-21 10:35:38
13598747,Comfy & Cozy In Brooklyn,Brian,Brooklyn,2022,"House rules: Guests agree to the following terms and conditions 1.Guest(s) agree to NO PARTIES anywhere on the property. Legal action will be taken for parties that cause damages to the unit, property, reputation, or relationship with building staff or other residents.  2.Smoking of any kind is not permitted in the unit or on the premises.  3.Guests agree to abide by maximum occupancy of unit, and observe quiet hours between 9pm and 9am 4.Guests are responsible for action of ALL GUESTS occupying their unit at all times.  5.Guests agree to return all keys, remotes, and parking passes. Replacement fees may apply for unreturned items 6.Guests understand that onsite building staff (maintenance and concierge) are not affiliated with Jordan or AIRBNB. Please contact me directly for any needed items. 7.Guests understand that no pets are to be in the unit.  8.Guests agree to pay replacement cost for any unreturned items, and $125 per hour fee for unauthorized early checkin or late checkout.  15",Private room,825,2,2019-05-03 10:25:12
13599299,Brooklyn Home away from Home,Azzie,Brooklyn,2004,No Smoking,Private room,153,1,2019-06-24 00:37:51
13602613,Remodeled 20min train to enter city 5min to subway,Jason,Brooklyn,2021,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",Private room,296,2,2019-07-05 18:07:44
13604822,The Justice Tower 1,Xolie,Brooklyn,2006,We provide this in the apartment. Residential neighborhood.  Quiet is important.  No smoking. No pets,Private room,454,2,2017-08-28 12:57:38
13605374,The Justice Tower 2,Xolie,Brooklyn,2015,"Maximum of 2 people over 21 years of age may stay in this studio. There is a one week minimum stay and there is little if any parking available. Sorry, no children and no pets. This place is best for people visiting Boston for conferences, research, or being near family. It is not a resort and there are strict condominium rules about quiet and privacy.",Private room,639,2,2017-10-15 12:29:16
13610897,Simple bright room for 1-2 people.,Ava,Brooklyn,2011,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",Private room,1158,3,2017-06-01 19:57:07
13611450,Sunny Duplex 2 bdr apt in the heart of Harlem,Joffrey,Manhattan,2006,"The apartment feels larger then listed, Nice high ceiling in the living room and an Island kitchen to enjoy breakfast.  The bedroom has a loft that fit a queen mattress, hardwood floors through out.  Bathroom has a bath tub",Entire home/apt,849,3,2019-06-23 17:32:45
13612554,Glamorous one bedroom apartment in Brooklyn,Foster,Brooklyn,2021,"No smoking in the apartment, in the building or outside of the building.  We ask that you be quiet and respectful of our neighbors.",Entire home/apt,823,2,2019-06-29 00:34:22
13613107,Heart of Greenpoint,Gustavo,Brooklyn,2004,No smoking is a MUST. Fireplace is decorative only. No candles may be lit - I do have battery operated available.,Entire home/apt,291,15,2017-09-03 21:52:29
13613659,IT'S SIMPLY CONVENIENT!,Maria,Queens,2016,No smoking or parties allowed,Entire home/apt,64,1,2019-06-12 00:27:44
13614763,Shared flat in Bushwick. Bright & close to train.,Ada,Brooklyn,2020,"Shoes off at entry. Please NO SMOKERS or smoking on premises.  No loud music or loud voices on deck out of concern for neighbors.  Dispose of trash in receptacles rear of building.  Max 2 guests to share guest bedroom, SOFA IS NOT AN EXTRA BED.  Please NO VISITORS in unit beyond approved Air BND guests.  No use of fire place.  No cleaning fee, please clean dishes and dispose of smelly trash.  Thank you!!! :-)",Private room,802,1,2019-01-01 01:45:25
13615868,Lofty Living: Private Room,Jenny,Brooklyn,2014,Please no smoking in any of the inside premises or on the roof deck; no loud music; no moving or rearranging furniture; and no guests beyond those indicated at booking (without clearing with owner first).,Private room,122,1,2019-05-11 00:48:54
13617525,Sunny Garden Apt in Historic Park Slope Brownstone,Dasha,Brooklyn,2012,"- No smoking, no pets - No parties and please be quiet after 11pm - Fireplace is functional, but for safety reasons please do not use it - If you use the elevator, please close the inner door after you, otherwise other people won't be able to use it - Take your shoes off when you enter the apartment, you can place them into the closet next to the entrance door",Entire home/apt,1013,4,2019-06-26 03:06:37
13618077,Cozy spacious rooms with natural sunlight,Guy,Brooklyn,2006,"Please do not try and fit more than 4 occupants in the apartment overnight. There is a queen bed in the bedroom and a full-sized pullout couch in the living room that can accommodate 1-2 people.  BUILDING RULES (As enforced by the property owners): - On Wednesday and Sunday night please leave your garbage in sealed garbage or grocery bags outside of the apartment door. It will be picked up early the next morning. - Please do not leave any garbage or personal items in the hallway or foyer, or you will be charged $100 by the building management.  - There are 3 bay windows in the living room, however only the far right one opens. The other two have been nailed shut by the property owners because of the safety risk that they pose when they're opened. Please do not try and open them, as it will damage the window frames. - The fire escape is strictly off-limits. - Please keep the noise level to a minimum and be be respectful of your neighbours.  - Drug possession and usage are prohibited in ",Private room,944,5,2019-06-30 06:26:45
13620286,Oriental Room in Upper Manhattan near Central Park,"Alfred, Lau",Manhattan,2008,With respect to the property and other tenants,Private room,415,3,2019-06-22 15:22:22
13621943,Seaport Water Front Private Studio,Rachel,Manhattan,2013,No pets No parties. No smoking,Private room,112,2,2019-06-22 23:49:08
13625257,SPACIOUS MANHATTAN TOWNHOUSE 2BR Apt Sleeps 6,"Anitra, Steven",Manhattan,2008,No smoking anywhere on the property- including the front steps.  No parties- please be considerate of the many neighbors around you.  Please take the trash out at the end of your stay.  The fireplace is not cleared for burning wood but you may use the candles provided. Please blow out candles when you leave.,Entire home/apt,557,3,2019-07-02 09:33:07
13626362,Cozy One Bedroom in a Private House.Safe & Quite.,Pasang,Queens,2018,- Respect as if it were your own home is all we ask :),Private room,809,2,2019-01-01 17:40:44
13626914,Charming Bedroom,Sheila,Bronx,2015,No smoking inside and no pets. Please be respectful of the hosts and the space.,Private room,1188,4,2019-06-25 16:29:05
13627466,Adorable Cozy room with lots of light,Juan,Bronx,2014,"Treat the home as you would your own.  If staying through a trash day, please leave trash by curb.",Private room,531,2,2019-07-02 10:08:31
13628019,Lovely 2 bdr apartment Williamsburg w private yard,Anthony,Brooklyn,2021,This building is home to quiet professionals; please be respectful of neighbors and be mindful of noise.,Entire home/apt,1188,2,2019-06-16 12:30:39
13632437,Rare Designer-Decorated Loft in Prime Williamsburg,Nicolas,Brooklyn,2009,"You are my guest - please behave as such!  This is where I live. - No neighbor-disturbance-level noise past 11:00PM - No pets of any kind - No smoking - Use the kitchen, not the food (it is ours) - Clean up spills and dishes - No illegal drugs or substances",Entire home/apt,465,4,2019-06-09 20:39:11
13632989,Skylight Suite on Park Block,Athena,Brooklyn,2005,"We expect our guests to behave in a respectful manner and try to limit loud sounds and noises (such as music and/or shouting) in the evening. All animals must be well mannered and guests are expected alert us to any animals they may have with them, so that we can clean properly after departure. This apartment is non-smoking.",Entire home/apt,558,2,2019-07-02 19:08:25
13633542,Beautiful in Brooklyn - Perfect for Groups!,Steven,Brooklyn,2012,"No pets, no smoking inside.",Entire home/apt,943,2,2019-06-24 10:33:51
13640722,Brownstone Parlor in Crown Heights,Vineet,Brooklyn,2018,No parties or extra guests! Sorry,Entire home/apt,905,3,2019-07-01 10:51:53
13641826,"Cozy, Quaint and Quiet Private Room",Carleen,Brooklyn,2011,Please be respectful of noise levels after 10pm.,Private room,589,2,2019-05-19 23:30:48
13645140,Cozy and GREAT Stay in the West Village heart ❤️,A.J.,Manhattan,2010,"No pets, no smoking, no parties.  No guests not on the reservation.  You are liable for any damage. We will give you access to Netflix.  Please respect the account. Please report anything broken at the beginning of your reservation to avoid the loss of your security deposit.  Clean all your dishes and clean up after yourself.  Please keep the noise down.",Private room,246,5,2019-06-04 10:21:09
