id,area,pop,km2
6691131,Williamsburg,200000,4
47754083,Gramercy,50000,2
55405648,Tribeca,100000,4
54298838,Allerton,60000,4
11634216,Flatbush,180000,5
46822353,Lower East Side,100000,3
57234865,Upper West Side,210000,5
5399853,Lower East Side,100000,3
21846243,Chelsea,80000,3
4756424,Bedford-Stuyvesant,180000,4
46397635,Canarsie,120000,4
22329505,East Harlem,120000,5
50397943,Bedford-Stuyvesant,180000,4
25569297,Williamsburg,200000,4
47644728,East Harlem,120000,5
45628833,Upper East Side,200000,6
12775820,Midtown,250000,3
21257491,Downtown Brooklyn,150000,5
14376937,Bedford-Stuyvesant,180000,4
55634300,NoHo,30000,2
3113884,Kew Gardens Hills,120000,5
3002871,Harlem,250000,8
20219167,Bushwick,120000,4
5029260,Brooklyn Heights,100000,3
2160061,SoHo,120000,4
1965652,Harlem,250000,8
54862737,Bedford-Stuyvesant,180000,4
18451807,Harlem,250000,8
26343622,Williamsburg,200000,4
2528446,Williamsburg,200000,4
47665163,Upper West Side,210000,5
11957311,Chinatown,100000,3
8480583,Harlem,250000,8
23008282,Washington Heights,170000,6
15610776,Chelsea,80000,3
54627457,Harlem,250000,8
57066414,Upper East Side,200000,6
45342189,Crown Heights,200000,5
53119678,East Village,110000,3
4633813,Upper East Side,200000,6
16312197,Greenpoint,30000,2
55603371,Little Italy,60000,2
54492143,Bedford-Stuyvesant,180000,4
12824422,East Elmhurst,100000,3
3476745,Crown Heights,200000,5
2991825,Greenpoint,30000,2
9336648,Greenwich Village,150000,3
22971830,Murray Hill,60000,2
11511605,Murray Hill,60000,2
2020882,Greenpoint,30000,2
21764502,Hell's Kitchen,100000,3
24999323,East Flatbush,120000,5
2227994,Flushing,200000,7
12125763,Williamsburg,200000,4
48121363,Harlem,250000,8
53759794,Williamsburg,200000,4
17852009,Two Bridges,40000,2
55439890,Flushing,200000,7
7066142,Upper West Side,210000,5
45533285,South Slope,100000,3
22573622,Bedford-Stuyvesant,180000,4
6948502,Upper West Side,210000,5
19375805,Sunnyside,120000,5
23069587,Long Island City,180000,6
18874869,Hell's Kitchen,100000,3
25370469,Greenpoint,30000,2
2556061,Woodside,150000,4
21096219,East Harlem,120000,5
55065431,East New York,150000,5
45605084,Chinatown,100000,3
52029438,Long Island City,180000,6
14577422,Long Island City,180000,6
4815520,Upper East Side,200000,6
48396961,Flushing,200000,7
9112966,Williamsburg,200000,4
48484776,Midtown,250000,3
1490674,Harlem,250000,8
48667588,Bedford-Stuyvesant,180000,4
26825227,Financial District,40000,2
5627953,Carroll Gardens,40000,2
23439628,Harlem,250000,8
2068380,Flushing,200000,7
11396727,Bedford-Stuyvesant,180000,4
8668917,Inwood,60000,2
45569737,Washington Heights,170000,6
5051352,East Village,110000,3
43207550,Williamsburg,200000,4
49588272,NoHo,30000,2
6395098,Hunts Point,80000,3
55484074,Long Island City,180000,6
19248223,Williamsburg,200000,4
44179045,Midwood,180000,5
21524804,Bushwick,120000,4
48310802,Upper East Side,200000,6
14201306,Midtown,250000,3
2540596,Crown Heights,200000,5
20742747,Theater District,120000,4
44488333,Lower East Side,100000,3
22932064,Greenpoint,30000,2
54982033,East Harlem,120000,5
18694267,Lower East Side,100000,3
1623778,Two Bridges,40000,2
24755759,Midtown,250000,3
55174786,Elmhurst,120000,5
57232656,Harlem,250000,8
24841918,Bushwick,120000,4
27170415,East Village,110000,3
5870965,DUMBO,30000,1
19886130,Downtown Brooklyn,150000,5
16641367,Fort Greene,70000,3
26855604,Hell's Kitchen,100000,3
46349032,East Harlem,120000,5
13696504,Flushing,200000,7
54621382,Williamsburg,200000,4
9581869,Bedford-Stuyvesant,180000,4
6380738,Astoria,250000,7
53687442,Tribeca,100000,4
22993370,Bedford-Stuyvesant,180000,4
44515948,Chelsea,80000,3
22838173,Queens Village,120000,4
4497947,Prospect Heights,90000,4
46294354,Upper East Side,200000,6
8827979,Harlem,250000,8
46968160,West Village,100000,2
13455701,Washington Heights,170000,6
26619772,Upper East Side,200000,6
15161756,Bedford-Stuyvesant,180000,4
3523138,Bedford-Stuyvesant,180000,4
14192469,Neponsit,30000,2
55339924,Cypress Hills,100000,4
14689539,Washington Heights,170000,6
3587205,Bedford-Stuyvesant,180000,4
1241034,Woodlawn,100000,4
5910178,Prospect-Lefferts Gardens,80000,4
51360050,East Flatbush,120000,5
20010397,Nolita,40000,2
45003629,Long Island City,180000,6
6506110,Borough Park,250000,6
53726103,Graniteville,15000,2
47819807,Inwood,60000,2
47482352,Murray Hill,60000,2
18100544,Bedford-Stuyvesant,180000,4
22205238,Bedford-Stuyvesant,180000,4
7521790,Greenpoint,30000,2
11070870,Midtown,250000,3
44347497,Midtown,250000,3
55323355,Bedford-Stuyvesant,180000,4
6794963,Williamsburg,200000,4
5855501,Tompkinsville,60000,3
7900115,Upper West Side,210000,5
50287483,Tribeca,100000,4
1909870,Gramercy,50000,2
22967412,Murray Hill,60000,2
10407005,Flatbush,180000,5
48403588,Lower East Side,100000,3
55543170,Flatbush,180000,5
14394059,Crown Heights,200000,5
53261067,Bushwick,120000,4
2152329,Crown Heights,200000,5
47592812,Bedford-Stuyvesant,180000,4
5694781,Crown Heights,200000,5
18823505,Hell's Kitchen,100000,3
24657450,West Village,100000,2
23011043,Hell's Kitchen,100000,3
44415982,Williamsburg,200000,4
23320884,Harlem,250000,8
6345391,Bedford-Stuyvesant,180000,4
23367277,Murray Hill,60000,2
43847665,Bedford-Stuyvesant,180000,4
53157787,Woodhaven,100000,4
27232272,Harlem,250000,8
4362634,Williamsburg,200000,4
55978383,East New York,150000,5
23173972,Rosedale,150000,6
3365180,Greenwich Village,150000,3
22576936,East Village,110000,3
5152423,Financial District,40000,2
48239555,Bedford-Stuyvesant,180000,4
56218081,Kew Gardens Hills,120000,5
55401229,Borough Park,250000,6
5968170,Flatbush,180000,5
57238179,Williamsburg,200000,4
3347506,Upper West Side,210000,5
16510472,East Harlem,120000,5
43382077,Nolita,40000,2
51614660,East Village,110000,3
17008647,East Village,110000,3
42960119,Hell's Kitchen,100000,3
45869083,East New York,150000,5
23974255,Greenpoint,30000,2
2496964,Rego Park,150000,4
25788008,Laurelton,120000,5
49567837,Williamsburg,200000,4
9543760,Hell's Kitchen,100000,3
44350811,Ditmars Steinway,80000,4
1700548,Ridgewood,100000,4
7008703,Chelsea,80000,3
45864665,Crown Heights,200000,5
21444168,West Village,100000,2
2505249,Williamsburg,200000,4
13942830,Bushwick,120000,4
55061012,Upper West Side,210000,5
51344033,Rego Park,150000,4
24185785,Elmhurst,120000,5
13762228,Crown Heights,200000,5
19421646,Hell's Kitchen,100000,3
5269510,Bushwick,120000,4
3988727,Kensington,35000,2
49724137,Upper West Side,210000,5
23293269,Bushwick,120000,4
11705462,Gramercy,50000,2
48575353,Bedford-Stuyvesant,180000,4
51245172,University Heights,150000,6
2416881,Flatbush,180000,5
17317935,Harlem,250000,8
18476108,Bushwick,120000,4
10281633,Chelsea,80000,3
9069887,Williamsburg,200000,4
13848939,SoHo,120000,4
44890408,Hell's Kitchen,100000,3
2041317,College Point,60000,3
8589938,Gramercy,50000,2
1819292,Upper West Side,210000,5
48749880,Upper West Side,210000,5
19158199,Williamsburg,200000,4
4480274,Bedford-Stuyvesant,180000,4
11124995,Bedford-Stuyvesant,180000,4
12445544,Williamsburg,200000,4
3608744,Middle Village,120000,5
56894096,Bedford-Stuyvesant,180000,4
15787512,Hell's Kitchen,100000,3
45105805,Upper West Side,210000,5
20541158,Crown Heights,200000,5
16843509,Jamaica,250000,7
9770203,Ditmars Steinway,80000,4
3381749,Williamsburg,200000,4
1301235,Bedford-Stuyvesant,180000,4
19774565,Bedford-Stuyvesant,180000,4
51462778,Upper East Side,200000,6
43057324,Long Island City,180000,6
4143923,Greenpoint,30000,2
46534605,Howard Beach,80000,4
49508188,Murray Hill,60000,2
20458865,West Village,100000,2
4014685,East Harlem,120000,5
48508525,West Village,100000,2
20829458,Hell's Kitchen,100000,3
20388171,East Village,110000,3
26437513,Kips Bay,50000,2
46352898,Bedford-Stuyvesant,180000,4
6423265,Fort Greene,70000,3
52581738,Bushwick,120000,4
51383247,East Harlem,120000,5
49211051,Upper East Side,200000,6
1685083,Sunset Park,250000,6
44188435,Bedford-Stuyvesant,180000,4
1336030,Bedford-Stuyvesant,180000,4
55920943,St. Albans,70000,3
25998434,Roosevelt Island,15000,2
3686066,Fort Greene,70000,3
11880541,Hell's Kitchen,100000,3
9199125,Greenwich Village,150000,3
17813900,Bay Ridge,200000,5
51282728,Upper East Side,200000,6
15092166,Greenpoint,30000,2
10371106,East Flatbush,120000,5
3562351,Williamsburg,200000,4
14481874,Sunset Park,250000,6
12634983,Hell's Kitchen,100000,3
18134787,Clifton,30000,2
45824899,East Flatbush,120000,5
18821296,Upper East Side,200000,6
4243889,Ridgewood,100000,4
15038041,Financial District,40000,2
2633935,Williamsburg,200000,4
19531001,Washington Heights,170000,6
2869767,Williamsburg,200000,4
50237776,Williamsburg,200000,4
8388349,Greenpoint,30000,2
8877134,Flatbush,180000,5
54339156,Battery Park City,50000,2
43114211,Harlem,250000,8
3356896,Astoria,250000,7
3943438,Lower East Side,100000,3
12004809,Cypress Hills,100000,4
5893057,Greenpoint,30000,2
5512522,Greenpoint,30000,2
19257613,Bedford-Stuyvesant,180000,4
15712399,East New York,150000,5
2494755,Morningside Heights,150000,5
1589536,Jackson Heights,180000,5
20268874,Harlem,250000,8
24860144,Woodside,150000,4
13593776,Roosevelt Island,15000,2
53928797,Bushwick,120000,4
47083591,Ditmars Steinway,80000,4
48168308,Bedford-Stuyvesant,180000,4
4884557,Upper East Side,200000,6
12831050,Carroll Gardens,40000,2
7046260,Washington Heights,170000,6
10988577,Nolita,40000,2
5520255,Boerum Hill,50000,2
49883752,Williamsburg,200000,4
14986677,Flatiron District,50000,2
13828504,Flushing,200000,7
56432926,Murray Hill,60000,2
6012906,Williamsburg,200000,4
46540128,Greenpoint,30000,2
57012288,Rosedale,150000,6
24454203,Gramercy,50000,2
23567762,Bushwick,120000,4
13672755,Highbridge,120000,4
50005258,DUMBO,30000,1
5827886,Fort Greene,70000,3
48883537,Inwood,60000,2
18025984,Nolita,40000,2
3710920,Crown Heights,200000,5
9697852,Harlem,250000,8
1289637,East New York,150000,5
19605009,East Village,110000,3
50259868,Nolita,40000,2
25639991,Cypress Hills,100000,4
4428910,Astoria,250000,7
12446649,Carroll Gardens,40000,2
8653453,Wakefield,100000,4
26243655,SoHo,120000,4
1022323,Bushwick,120000,4
6991582,Sunset Park,250000,6
15505839,Sunset Park,250000,6
8665603,West Village,100000,2
14650326,East Flatbush,120000,5
4605094,Prospect Heights,90000,4
18751706,Bedford-Stuyvesant,180000,4
3660108,Prospect Heights,90000,4
52702691,Upper West Side,210000,5
54733498,Ditmars Steinway,80000,4
12475921,Chinatown,100000,3
44722509,South Slope,100000,3
5526330,Bedford-Stuyvesant,180000,4
7046812,Crown Heights,200000,5
9693986,Harlem,250000,8
5978664,Upper West Side,210000,5
1928648,Bushwick,120000,4
13259635,Allerton,60000,4
8555143,Hell's Kitchen,100000,3
11005146,Williamsburg,200000,4
13473375,Woodside,150000,4
11162551,Forest Hills,180000,6
13688219,Harlem,250000,8
53422338,Jamaica,250000,7
18617497,Bedford-Stuyvesant,180000,4
6410562,Hell's Kitchen,100000,3
48971905,Upper East Side,200000,6
5525778,Bedford-Stuyvesant,180000,4
3607087,East Flatbush,120000,5
14050528,Crown Heights,200000,5
23152984,Cypress Hills,100000,4
3457414,Ditmars Steinway,80000,4
26844005,Hell's Kitchen,100000,3
6618779,Lower East Side,100000,3
47642519,Hell's Kitchen,100000,3
8690457,Clinton Hill,50000,3
22122393,Port Morris,50000,3
23555611,Upper West Side,210000,5
20139083,Harlem,250000,8
23921786,Fresh Meadows,120000,4
19030065,Astoria,250000,7
48853713,Downtown Brooklyn,150000,5
16801534,Washington Heights,170000,6
53721685,Upper West Side,210000,5
47641414,Kensington,35000,2
12859217,Chelsea,80000,3
26609830,East Village,110000,3
19996590,Hell's Kitchen,100000,3
11993763,West Village,100000,2
49820238,Williamsburg,200000,4
12011437,Harlem,250000,8
6522679,Cobble Hill,60000,2
49894798,Greenpoint,30000,2
1856296,Williamsburg,200000,4
15827277,Crown Heights,200000,5
11090752,Bedford-Stuyvesant,180000,4
48850951,Chelsea,80000,3
1020667,Bedford-Stuyvesant,180000,4
47936342,Bedford-Stuyvesant,180000,4
27165444,Ridgewood,100000,4
49471184,Midtown,250000,3
25103708,East Village,110000,3
50039501,Midtown,250000,3
25798501,Theater District,120000,4
15838876,Williamsburg,200000,4
51772066,Bedford-Stuyvesant,180000,4
48672006,Tompkinsville,60000,3
55546484,Sunset Park,250000,6
27129544,Fort Greene,70000,3
44415430,East Harlem,120000,5
14707213,Sheepshead Bay,100000,3
16926907,Williamsburg,200000,4
26981528,Harlem,250000,8
48057848,Washington Heights,170000,6
9717182,Flatbush,180000,5
51192151,Park Slope,150000,5
53245602,East Village,110000,3
52466859,Bedford-Stuyvesant,180000,4
25737196,Washington Heights,170000,6
2718989,Boerum Hill,50000,2
7643848,Bedford-Stuyvesant,180000,4
5335234,Upper East Side,200000,6
1220047,East Village,110000,3
18913530,West Village,100000,2
56149596,Midtown,250000,3
15203178,Crown Heights,200000,5
23487678,Van Nest,60000,3
23790339,Maspeth,60000,3
43675900,Concord,60000,3
44742944,Bushwick,120000,4
9105234,Midtown,250000,3
5999099,Kips Bay,50000,2
7558242,Carroll Gardens,40000,2
45684615,Inwood,60000,2
50854143,Williamsburg,200000,4
16598288,Harlem,250000,8
44825236,Greenpoint,30000,2
8055864,Clinton Hill,50000,3
4397429,Upper West Side,210000,5
52184634,Greenpoint,30000,2
3497732,South Slope,100000,3
10674318,Harlem,250000,8
6955130,Prospect Heights,90000,4
51324151,Greenpoint,30000,2
48779704,Prospect-Lefferts Gardens,80000,4
7853722,Lower East Side,100000,3
24112882,Jamaica Estates,250000,7
47606619,Clinton Hill,50000,3
4895051,Hell's Kitchen,100000,3
56927786,Cobble Hill,60000,2
4752005,Morningside Heights,150000,5
24541467,Bedford-Stuyvesant,180000,4
45111328,Fort Greene,70000,3
48589713,Bushwick,120000,4
7569288,Bushwick,120000,4
51392083,Astoria,250000,7
52697721,Crown Heights,200000,5
42827567,Carroll Gardens,40000,2
15374944,East Village,110000,3
14592334,Jamaica,250000,7
7693003,Bedford-Stuyvesant,180000,4
20299250,Harlem,250000,8
5626849,Williamsburg,200000,4
6575700,Inwood,60000,2
17865264,Midtown,250000,3
44705940,Bedford-Stuyvesant,180000,4
9771308,Park Slope,150000,5
50680169,Washington Heights,170000,6
43921121,Bayside,120000,4
22897270,Upper East Side,200000,6
55458116,Bushwick,120000,4
5001093,Greenpoint,30000,2
17273751,Bedford-Stuyvesant,180000,4
47610485,Prospect-Lefferts Gardens,80000,4
47192947,Bedford-Stuyvesant,180000,4
19980021,Ditmars Steinway,80000,4
8572264,Bushwick,120000,4
27195268,Hell's Kitchen,100000,3
3030486,Gowanus,40000,2
5770999,Bay Ridge,200000,5
51440686,East Village,110000,3
51258427,Cobble Hill,60000,2
45594590,Williamsburg,200000,4
10340729,Williamsburg,200000,4
1520498,Prospect-Lefferts Gardens,80000,4
13009995,Corona,200000,6
2170555,Harlem,250000,8
50610579,East Harlem,120000,5
46623525,Harlem,250000,8
15001036,Flatlands,50000,3
4993360,Upper West Side,210000,5
18645112,Hell's Kitchen,100000,3
47447005,Upper West Side,210000,5
25492527,Upper West Side,210000,5
57074698,West Village,100000,2
47127775,Bedford-Stuyvesant,180000,4
6492303,Bedford-Stuyvesant,180000,4
48408007,Bushwick,120000,4
12584172,Sunnyside,120000,5
2147911,DUMBO,30000,1
24589517,Midtown,250000,3
1210105,Fort Greene,70000,3
1751912,Washington Heights,170000,6
42945760,Park Slope,150000,5
3872744,Tribeca,100000,4
47450318,Washington Heights,170000,6
6585089,Harlem,250000,8
51539548,Crown Heights,200000,5
50441575,Boerum Hill,50000,2
26933478,Greenpoint,30000,2
23534071,Upper West Side,210000,5
6129994,Roosevelt Island,15000,2
13860537,Long Island City,180000,6
20939918,Flushing,200000,7
20519618,Springfield Gardens,150000,5
55526601,Williamsburg,200000,4
57154782,Flatbush,180000,5
22866893,Murray Hill,60000,2
44932383,Washington Heights,170000,6
49856689,Hell's Kitchen,100000,3
26393881,Bushwick,120000,4
7321857,Inwood,60000,2
17252211,Bayside,120000,4
8978757,East Harlem,120000,5
56397578,Bedford-Stuyvesant,180000,4
12845410,Hell's Kitchen,100000,3
43383181,Carroll Gardens,40000,2
48568174,Bushwick,120000,4
56853778,Chelsea,80000,3
12913342,Hell's Kitchen,100000,3
51170059,Midwood,180000,5
27236138,Bedford-Stuyvesant,180000,4
45623862,Greenpoint,30000,2
21794879,Long Island City,180000,6
18501514,Astoria,250000,7
42906546,Richmond Hill,180000,5
3706501,Mott Haven,80000,3
53752061,Williamsburg,200000,4
21308302,Morningside Heights,150000,5
19934180,Bedford-Stuyvesant,180000,4
8772749,West Village,100000,2
1618255,Bushwick,120000,4
6714880,Hell's Kitchen,100000,3
47507758,Bushwick,120000,4
15531244,Bushwick,120000,4
43594160,Crown Heights,200000,5
47878903,Upper West Side,210000,5
7434526,Crown Heights,200000,5
47713765,Williamsburg,200000,4
44254158,University Heights,150000,6
5061846,SoHo,120000,4
53449401,Cypress Hills,100000,4
11416609,East Harlem,120000,5
22737103,Gowanus,40000,2
23503143,Harlem,250000,8
57198413,Crown Heights,200000,5
10468310,Upper East Side,200000,6
1658573,Bushwick,120000,4
27138381,Elmhurst,120000,5
23774322,Glendale,80000,3
4022417,Crown Heights,200000,5
2456647,Crown Heights,200000,5
10974217,Upper East Side,200000,6
56335721,Concord,60000,3
2982988,Lower East Side,100000,3
11635873,Williamsburg,200000,4
47609933,Morningside Heights,150000,5
6824235,Upper East Side,200000,6
22865236,East Village,110000,3
55505614,Harlem,250000,8
53253334,Ridgewood,100000,4
55797228,Midtown,250000,3
13439684,Flatbush,180000,5
8660080,Middle Village,120000,5
22869102,Hell's Kitchen,100000,3
20386514,Tribeca,100000,4
26320425,Bushwick,120000,4
44552953,Rego Park,150000,4
2421852,Carroll Gardens,40000,2
54905264,St. Albans,70000,3
11247053,Richmond Hill,180000,5
52546390,Bushwick,120000,4
23092231,East Elmhurst,100000,3
6592821,Prospect-Lefferts Gardens,80000,4
10002721,Washington Heights,170000,6
6519918,Bedford-Stuyvesant,180000,4
3200595,Williamsburg,200000,4
14875664,Chelsea,80000,3
25128009,Lower East Side,100000,3
2110354,Williamsburg,200000,4
26431437,Bushwick,120000,4
48463237,Chelsea,80000,3
16950655,Harlem,250000,8
19276391,Flatbush,180000,5
13360705,Washington Heights,170000,6
49375084,Prospect-Lefferts Gardens,80000,4
47723155,Chinatown,100000,3
24252614,Crown Heights,200000,5
56660473,Bushwick,120000,4
21748486,Allerton,60000,4
55557530,Ozone Park,150000,6
45884548,Fort Greene,70000,3
46536262,Bedford-Stuyvesant,180000,4
46190522,East Harlem,120000,5
4211304,East Harlem,120000,5
46382722,Arverne,40000,2
5830647,Bedford-Stuyvesant,180000,4
25919455,Upper West Side,210000,5
20260589,Bedford-Stuyvesant,180000,4
10244629,Prospect-Lefferts Gardens,80000,4
4446583,Harlem,250000,8
43738862,Harlem,250000,8
11000728,Inwood,60000,2
49707568,Bushwick,120000,4
9834822,Parkchester,250000,7
14888367,Windsor Terrace,30000,2
2491994,Nolita,40000,2
19193546,Greenwich Village,150000,3
5122046,Park Slope,150000,5
43135751,Bedford-Stuyvesant,180000,4
22969069,Murray Hill,60000,2
9249384,Hell's Kitchen,100000,3
19402867,Bedford-Stuyvesant,180000,4
42839718,West Village,100000,2
44248083,Bay Ridge,200000,5
54249684,Greenwich Village,150000,3
25499707,Bedford-Stuyvesant,180000,4
55833128,Financial District,40000,2
8603746,Chinatown,100000,3
17118555,Ditmars Steinway,80000,4
22045071,Harlem,250000,8
43156738,Lower East Side,100000,3
6803248,Washington Heights,170000,6
44394995,Upper East Side,200000,6
22821052,Williamsburg,200000,4
9455392,Nolita,40000,2
44959445,East Village,110000,3
12048441,Woodside,150000,4
49148089,Morningside Heights,150000,5
3661765,Sunnyside,120000,5
46159593,Canarsie,120000,4
10896343,Flatbush,180000,5
24894939,Greenpoint,30000,2
3807020,Kensington,35000,2
13784320,Rosedale,150000,6
22818843,Harlem,250000,8
26071338,Midtown,250000,3
8957770,Bedford-Stuyvesant,180000,4
23878707,Financial District,40000,2
21333708,Borough Park,250000,6
10487089,Bedford-Stuyvesant,180000,4
5433544,Crown Heights,200000,5
3825798,Crown Heights,200000,5
5628505,Bushwick,120000,4
44937906,Upper West Side,210000,5
6769005,Crown Heights,200000,5
53568698,Bedford-Stuyvesant,180000,4
6023400,Little Italy,60000,2
2601901,Greenpoint,30000,2
46036983,Jamaica,250000,7
54634084,Bedford-Stuyvesant,180000,4
4292492,Bushwick,120000,4
6088571,Williamsburg,200000,4
55012410,East Village,110000,3
1555845,Nolita,40000,2
54023241,Harlem,250000,8
6867314,Astoria,250000,7
49625276,Williamsburg,200000,4
55924810,East Harlem,120000,5
4111337,Canarsie,120000,4
55277514,Springfield Gardens,150000,5
6485675,Upper West Side,210000,5
9211276,Cobble Hill,60000,2
9134506,Morningside Heights,150000,5
14179766,Harlem,250000,8
7309154,East Village,110000,3
14444870,East Village,110000,3
45956347,Prospect Heights,90000,4
56907351,Crown Heights,200000,5
49824656,Harlem,250000,8
52458022,Chelsea,80000,3
54468947,Midtown,250000,3
6059852,Prospect-Lefferts Gardens,80000,4
23952163,Williamsburg,200000,4
20892421,Sunset Park,250000,6
42936370,East Village,110000,3
21175198,Williamsburg,200000,4
7876919,Upper East Side,200000,6
14945254,Bedford-Stuyvesant,180000,4
53921617,Tribeca,100000,4
52254224,Astoria,250000,7
50327801,Upper East Side,200000,6
2876395,East Village,110000,3
43552737,East Village,110000,3
26891503,Williamsburg,200000,4
57290647,Lower East Side,100000,3
18175105,Bushwick,120000,4
51139130,East Village,110000,3
5021528,Bay Ridge,200000,5
7372669,Upper West Side,210000,5
24042187,Jackson Heights,180000,5
4495186,Bedford-Stuyvesant,180000,4
14969003,Greenpoint,30000,2
11068108,South Slope,100000,3
10667138,East Flatbush,120000,5
12908372,Sheepshead Bay,100000,3
23413118,Washington Heights,170000,6
12364356,Harlem,250000,8
52636968,Midtown,250000,3
49462347,Crown Heights,200000,5
48977980,East Flatbush,120000,5
21367951,Bay Ridge,200000,5
4467019,Upper East Side,200000,6
43065056,Bushwick,120000,4
6596687,Jackson Heights,180000,5
5773208,Williamsburg,200000,4
5086147,Crown Heights,200000,5
2635039,Lower East Side,100000,3
10959857,Sunnyside,120000,5
45471427,Bushwick,120000,4
44230409,Harlem,250000,8
22772450,Upper East Side,200000,6
5199921,Park Slope,150000,5
3481163,Greenpoint,30000,2
1563577,Midtown,250000,3
6761825,Prospect-Lefferts Gardens,80000,4
20700772,Harlem,250000,8
26836273,Jamaica,250000,7
49048675,Astoria,250000,7
5268958,West Village,100000,2
20905123,Clinton Hill,50000,3
11803772,Flatbush,180000,5
50316755,Bushwick,120000,4
6660754,Crown Heights,200000,5
11872809,Williamsburg,200000,4
23164583,Bushwick,120000,4
14655297,East Village,110000,3
23370038,Williamsburg,200000,4
23917920,Flatbush,180000,5
5650045,Upper East Side,200000,6
20037460,Bushwick,120000,4
49691552,West Village,100000,2
18234201,Williamsburg,200000,4
11280191,Financial District,40000,2
11557998,Woodhaven,100000,4
8563428,Williamsburg,200000,4
20985207,Williamsburg,200000,4
13651768,Harlem,250000,8
42915383,Morningside Heights,150000,5
18380560,Bensonhurst,180000,5
8735193,Inwood,60000,2
45991142,Flushing,200000,7
49798146,Kips Bay,50000,2
11095171,Washington Heights,170000,6
14157122,East Harlem,120000,5
3337565,Upper West Side,210000,5
17395257,Norwood,100000,4
20354480,Flatbush,180000,5
23898037,Financial District,40000,2
13723014,Harlem,250000,8
57112255,Bushwick,120000,4
18783187,Williamsburg,200000,4
50190279,East Elmhurst,100000,3
5262331,Chinatown,100000,3
42840823,Harlem,250000,8
3702083,Williamsburg,200000,4
46283308,Bedford-Stuyvesant,180000,4
19510014,Glendale,80000,3
15099346,Long Island City,180000,6
20795768,Hell's Kitchen,100000,3
44380635,Fordham,200000,7
56044106,Bedford-Stuyvesant,180000,4
18166268,Midwood,180000,5
17738235,Bedford-Stuyvesant,180000,4
24935809,Springfield Gardens,150000,5
17347207,Bedford-Stuyvesant,180000,4
20716237,West Village,100000,2
12106432,Astoria,250000,7
55587907,East New York,150000,5
54229249,Concord,60000,3
54843406,Astoria,250000,7
21176855,Mott Haven,80000,3
12953660,Chelsea,80000,3
21974929,Upper West Side,210000,5
46155727,Cypress Hills,100000,4
5176724,Harlem,250000,8
50057727,St. Albans,70000,3
7467664,Upper West Side,210000,5
44817504,Harlem,250000,8
55435472,Harlem,250000,8
50882863,Clinton Hill,50000,3
46453969,Upper West Side,210000,5
18597614,Jamaica,250000,7
48611805,Forest Hills,180000,6
7900668,Washington Heights,170000,6
6600553,Chelsea,80000,3
54692076,Bedford-Stuyvesant,180000,4
1840832,East Elmhurst,100000,3
3560694,Harlem,250000,8
18896408,Chelsea,80000,3
11199003,Bedford-Stuyvesant,180000,4
20566011,Clason Point,80000,4
53183192,Upper East Side,200000,6
5603652,Chelsea,80000,3
20622898,Crown Heights,200000,5
7848199,Bushwick,120000,4
17849800,Bushwick,120000,4
44127682,Sunset Park,250000,6
5869308,Brooklyn Heights,100000,3
15007664,Flushing,200000,7
57138765,Woodside,150000,4
7299765,Gramercy,50000,2
21286210,Brownsville,180000,7
22092568,Financial District,40000,2
23244114,Jamaica,250000,7
2071693,West Village,100000,2
13766094,Rego Park,150000,4
55127841,Bedford-Stuyvesant,180000,4
10465549,Harlem,250000,8
15475462,Harlem,250000,8
2596931,Bedford-Stuyvesant,180000,4
2702420,Canarsie,120000,4
3036009,West Village,100000,2
47495607,Crown Heights,200000,5
27588506,Upper West Side,210000,5
48878014,Bushwick,120000,4
15627897,Sunset Park,250000,6
48987369,Long Island City,180000,6
17264362,East Village,110000,3
11268041,West Village,100000,2
24839156,Tribeca,100000,4
15052400,Columbia St,50000,2
48355538,Flatbush,180000,5
20920036,Bushwick,120000,4
49652891,Kensington,35000,2
43172203,Gowanus,40000,2
47070888,Bedford-Stuyvesant,180000,4
17644344,Bedford-Stuyvesant,180000,4
21403850,Astoria,250000,7
3530318,Hell's Kitchen,100000,3
16733602,Harlem,250000,8
55219522,Crown Heights,200000,5
8192834,Greenpoint,30000,2
57196756,Upper West Side,210000,5
51748317,Williamsburg,200000,4
22620567,Bedford-Stuyvesant,180000,4
9406237,Cypress Hills,100000,4
19127822,Jamaica,250000,7
6509976,Prospect Heights,90000,4
48658751,East Village,110000,3
8066910,Williamsburg,200000,4
23358440,Astoria,250000,7
1983878,Prospect Heights,90000,4
4783486,Harlem,250000,8
43086044,Hell's Kitchen,100000,3
49011670,Morningside Heights,150000,5
9143343,Flatbush,180000,5
49344155,Hell's Kitchen,100000,3
22342208,East Village,110000,3
55672961,Crown Heights,200000,5
21013374,Sheepshead Bay,100000,3
46935575,Rego Park,150000,4
51922844,Gramercy,50000,2
3522033,Astoria,250000,7
53477568,Ridgewood,100000,4
55299054,Crown Heights,200000,5
55685111,East New York,150000,5
3414887,Flatbush,180000,5
17199190,Morningside Heights,150000,5
9159912,City Island,60000,2
52827511,Hell's Kitchen,100000,3
17012513,Chelsea,80000,3
52135479,Tribeca,100000,4
57019468,Upper East Side,200000,6
10346804,Financial District,40000,2
25674234,Hell's Kitchen,100000,3
5571619,Hell's Kitchen,100000,3
7204770,Astoria,250000,7
11255890,Carroll Gardens,40000,2
55642032,Jackson Heights,180000,5
56796339,Astoria,250000,7
